tweet,text_cl,text_lm,sentiment
finally got my mom to make me dinner XD if i hadnt then i would of had to go to bed hungry ,finally got my mom to make me dinner xd if i had not then i would of had to go to bed hungry,finally got mom make dinner xd not go bed hungry,0
I cannot freakin sleep and my damn back hurts ,i cannot freakin sleep and my damn back hurts,cannot freakin sleep damn back hurt,0
The slowness of work is making everyone tense ,the slowness of work is making everyone tense,slowness work making everyone tense,0
@the__click5 thaaaanks!!! but what if i live in the philippines and i can't get the free stuff? ,user thanks but what if i live in the philippines and i can not get the free stuff,user thanks live philippine not get free stuff,0
"@christineaux omg yeah, i dont want 2  it's 16:36 pm here",user god i do not want it is pm here,user god not want pm,0
"My fave 3am hobby: trying on legwarmers, cute panties and outfits in front of full-length mirror. But sorely lacking all items right now ",my fave am hobby trying on legwarmers cute panties and outfit is in front of full length mirror but sorely lacking all items right now,fave hobby trying legwarmers cute panty outfit front full length mirror sorely lacking item right,0
has to go to work ,has to go to work,go work,0
I can't be bothered learning about the atoms of vinegar! Right better start gettin nerdy for my chemistry exam tommorow ,i can not be bothered learning about the atoms of vinegar right better start gettin nerdy for my chemistry exam tommorow,not bothered learning atom vinegar right better start gettin nerdy chemistry exam tommorow,0
MY BACK! ouch....   How can one wrong move mess up you're whole day?,my back ouch how can one wrong move mess up you are whole day,back ouch one wrong move mess whole day,0
@Athena_goddess Aren't you gonna' say Hi on Twitter to me and JJJ...  ,user are not you going to say hi on twitter to me and,user not going say hi twitter,0
I'm already tired ,i am already tired,already tired,0
this Iran stuff is freaking me out... ,this iran stuff is freaking me out,iran stuff freaking,0
ive got to go to karate on a sunday morning noooo!!!!!! sunday is meant to be the day of rest ,i have got to go to karate on a sunday morning no sunday is meant to be the day of rest,got go karate sunday morning no sunday meant day rest,0
"@ddlovato Some day can you write back me, please? I know that you're a superstar but I want that you talk me  haha",user some day can you write back me please i know that you are a superstar but i want that you talk me,user day write back please know superstar want talk,0
5am bedtime last night?! i am sleeeepy!  gloomy day in CO today. boyfriend left for nepal ,am bedtime last night i am slepy gloomy day in co today boyfriend left for nepal,bedtime last night slepy gloomy day co today boyfriend left nepal,0
Oh for fuck sake. I just found a video on my flash drive of Dean Gaffney making Frank Sidebottom eqaculate using magic. I am ashamed ,for fuck sake i just found a video on my flash drive of dean gaffney making frank sidebottom eqaculate using magic i am ashamed,fuck sake found video flash drive dean gaffney making frank sidebottom eqaculate using magic ashamed,0
"@dailydish dude, what have you actually confirmed about the Sodum Metabisulfite thing?  get some advice from a chemist!",user dude what have you actually confirmed about the sodum metabisulfite thing get some advice from a chemist,user dude actually confirmed sodum metabisulfite thing get advice chemist,0
"@juliapetroff Oh dear, I shall have to work on the non-emo   We can hang out sometime if you want!",user dear i shall have to work on the non emo we can hang out sometime if you want,user dear shall work non emo hang sometime want,0
"IIRC, all the starbucks I'll pass  in Ft. Worth are closed already ",iirc all the starbucks i will pass in ft worth are closed already,iirc starbucks pas ft worth closed already,0
@Natallg dam nat you making me hungry now man  except i hate desert but red robin open wide burger hmmmmmmmmmmmmm so good,user dam nat you making me hungry now man except i hate desert but red robin open wide burger mm so good,user dam nat making hungry man except hate desert red robin open wide burger mm good,0
@nattymoe only busboys and hostesses do. ,user only busboys and hostesses do,user busboy hostess,0
Think I got a little bit of a cold this weekend! NO energy!! ,think i got a little bit of a cold this weekend no energy,think got little cold weekend no energy,0
"@onebreath Yeah, i still have my old PC (cause I don't have photoshop on my mac UGH) and it's like... epic fail now. ",user i still have my old pc because i do not have photoshop on my mac ugh and it is like epic fail now,user still old pc not photoshop mac ugh like epic fail,0
 something I ate last night was NOT good....,something i ate last night was not good,something ate last night not good,0
Yay for getting out of work 2 hours early! Boo for only getting paid for 3 hours ,for getting out of work hours early boo for only getting paid for hours,getting work hour early boo getting paid hour,0
"Looking into a Job Offer out of town.. hmmm.. its funny how just a couple of days ago I couldnt bare to leave, &amp; now I could consider! ",looking into a job offer out of town m it is funny how just a couple of days ago i could not bare to leave now i could consider,looking job offer town funny couple day ago not bare leave consider,0
I have a terrible headache ,i have a terrible headache,terrible headache,0
What a bad night of raiding  No hard modes and wiping on bosses that we normally one shot. Talk about fail /cry,what a bad night of raiding no hard modes and wiping on bosses that we normally one shot talk about fail cry,bad night raiding no hard mode wiping boss normally one shot talk fail cry,0
going to work...i don't wanna ,going to work i do not want to,going work not want,0
i need to get out of the house.. too much shit is going on.. ,i need to get out of the house too much shit is going on,need get house much shit going,0
"The thought of working when the sun is shining and it is 26 degrees out is so awful  At least I get some money, even though its not a lot",the thought of working when the sun is shining and it is degrees out is so awful at least i get some money even though it is not a lot,thought working sun shining degree awful least get money even though not lot,0
@mstiffanytaylor so that's where u went! Left me all by my lonesome ,user so that is where you went left me all by my lonesome,user went left lonesome,0
"@TuttoBene awww Riccy! I can't handle him going but I hate how he was treated this year, breaks my heart ",user w riccy i can not handle him going but i hate how he was treated this year breaks my heart,user riccy not handle going hate treated year break heart,0
@C_Ashtin yea Im working right now  I got mine and use it like once a month lol,user yea i am working right now i got mine and use it like once a month,user yea working right got mine use like month,0
@SarahAnnGreen he managed to buy mine off someone else who cant go. i've been told no banners as we'll be sat with all his wrk mates ,user he managed to buy mine off someone else who can not go i have been told no banners as we will be sat with all his wrk mates,user managed buy mine someone else not go told no banner sat wrk mate,0
@Celina_O THIS IS SOOOO BORING i can't take it ... im lonely ,user this is so boring i can not take it i am lonely,user boring not take lonely,0
Back to school ,back to school,back school,0
I guess I was supposed to rest yesterday in my 30 day workout according to EA Active. I just had to do the same workout 2 days in a row. ,i guess i was supposed to rest yesterday in my day workout according to ea active i just had to do the same workout days in a row,guess supposed rest yesterday day workout according ea active workout day row,0
youtube keeps signing me out ahhh :@ all i wana do is upload a video ,youtube keeps signing me out h user all i wana do is upload a video,youtube keep signing user wana upload video,0
"Last full day, then finals ",last full day then finals,last full day final,0
"@davidbaillie they are evil mean people, who hurt you. I have a terrible phobia of dentists, but had toothache from hell this week ",user they are evil mean people who hurt you i have a terrible phobia of dentists but had toothache from hell this week,user evil mean people hurt terrible phobia dentist toothache hell week,0
@lalalalexi yes. are you sure you can't come?  and you featured my name 2x,user yes are you sure you can not come and you featured my name x,user yes sure not come featured name,0
"@tammielynne if i were u i'd go around rubbing up against people. i'm a terrible sick person, if i feel crap so shud every1 else. ",user if i were you i would go around rubbing up against people i am a terrible sick person if i feel crap so shud every else,user go around rubbing people terrible sick person feel crap shud every else,0
"@stephmcintosh Never saw the first one, but will have to find someone willing to go with me this time. Think my TV cable is broken  *sob*",user never saw the first one but will have to find someone willing to go with me this time think my tv cable is broken sob,user never saw first one find someone willing go time think tv cable broken sob,0
"is pretty sure Neesa was making a hairball for me as I locked the door. Not happy w/me as I blocked her escape, but hope she's okay! ",is pretty sure neesa was making a hairball for me as i locked the door not happy w me as i blocked her escape but hope she is okay,pretty sure neesa making hairball locked door not happy blocked escape hope okay,0
Nearly got blow away by the back draft when I opened my office today. It really is v hot in here. ,nearly got blow away by the back draft when i opened my office today it really is v hot in here,nearly got blow away back draft opened office today really hot,0
Ugghhh my stomach hurts. Of course the day i have a test and graduation day. Hope i feel better. ,ugg my stomach hurts of course the day i have a test and graduation day hope i feel better,ugg stomach hurt course day test graduation day hope feel better,0
"@Jonasbrothers I want my Lines, Vines &amp; Trying times CD COPY  auch but is not yet in my country ... i think i have to keep waiting, LUV &lt;3",user i want my lines vines trying times cd copy auch but is not yet in my country i think i have to keep waiting love,user want line vine trying time cd copy auch not yet country think keep waiting love,0
@work &amp; it sucks ,user it sucks,user suck,0
@Rachael_Hodges Yup. Their loss. ,user yup their loss,user yup loss,0
@MyChemicalRose i agree ,user i agree,user agree,0
i hate man u for beating middlesbrough ,i hate man you for beating middlesbrough,hate man beating middlesbrough,0
@Xonegon Whot! You say it on twitter but not to meej? ,user whot you say it on twitter but not to meej,user whot say twitter not meej,0
took some nice photos of @sproutdog this morning then it hammered down with rain  http://bit.ly/hVa2z,took some nice photos of user this morning then it hammered down with rain url,took nice photo user morning hammered rain url,0
YouTube is being an ass ,youtube is being an ass,youtube as,0
"@mattwalton I tried it, I think I keep getting bots ",user i tried it i think i keep getting bots,user tried think keep getting bot,0
first schoolday after 2 weeks holiday... a bad day... ,first schoolday after weeks holiday a bad day,first schoolday week holiday bad day,0
@andyclemmensen Noooooo! I just know that you'll call during my maths exam and I won't be able to answer  SHIT,user n i just know that you will call during my maths exam and i will not be able to answer shit,user know call math exam not able answer shit,0
Where did all the lovely weather go??? ,where did all the lovely weather go,lovely weather go,0
@twitter search has been giving me problems all day. ,user search has been giving me problems all day,user search giving problem day,0
@AffirmingSpirit MY excuse? this all new twitter ,user my excuse this all new twitter,user excuse new twitter,0
@ferbyfer @apocwar I'm down 55 ,user user i am down,user user,0
my feet hurt ,my feet hurt,foot hurt,0
cant stop thinking about my ipod. ahhhhhhhhhhhhhhhhhhh             r.i.p. giraffes rock      i sure hope this rice helps!!!!,can not stop thinking about my ipod hh r i p giraffes rock i sure hope this rice helps,not stop thinking ipod hh giraffe rock sure hope rice help,0
"Ugh, I drank too much caffeine over the weekend, so now I'm extremely tired and my eyelid is twitching... ",ugh i drank too much caffeine over the weekend so now i am extremely tired and my eyelid is twitching,ugh drank much caffeine weekend extremely tired eyelid twitching,0
Ordered a movie on movies on demand from TWC - not working ,ordered a movie on movies on demand from twc not working,ordered movie movie demand twc not working,0
"is still trying to make sense of it all, but can't ",is still trying to make sense of it all but can not,still trying make sense not,0
"im fair sick,,,just so ye know ",i am fair sick just so ye know,fair sick ye know,0
@Ben_Peterson dude I miss your face ,user dude i miss your face,user dude miss face,0
"is at home, all by her lonesome  .fearLess.",is at home all by her lonesome fearless,home lonesome fearless,0
I feel like crap  . . Ugh class tomorrow ,i feel like crap ugh class tomorrow,feel like crap ugh class tomorrow,0
Its a brilliant sat noon and i'm stuck in camp  - http://tweet.sg,it is a brilliant sat noon and i am stuck in camp url,brilliant sat noon stuck camp url,0
@ElizabethBanks I believe in Asian that's a blessing and a good luck sign but here it just means your lunch smells like birdseed poop ,user i believe in asian that is a blessing and a good luck sign but here it just means your lunch smells like birdseed poop,user believe asian blessing good luck sign mean lunch smell like birdseed poop,0
its thundering and lightening! im scared  hold me...,it is thundering and lightening i am scared hold me,thundering lightening scared hold,0
"off to bed, work 8-1 school 2-10 tomorrow!  ;[",off to bed work school tomorrow,bed work school tomorrow,0
getting ready to go out w/ jeremy...but i feel fat ,getting ready to go out w jeremy but i feel fat,getting ready go jeremy feel fat,0
i cant find my railcard and i need it for today and for download ,i can not find my railcard and i need it for today and for download,not find railcard need today download,0
@mattchewww  aww matty if u were 18 I could take u out drinking  cheer up matty it's no gud wen your upset,user matty if you were i could take you out drinking cheer up matty it is no gud wen your upset,user matty take drinking cheer matty no gud wen upset,0
@mollymae1204 yep! Patrick dempsey got stabbed though ,user yep patrick dempsey got stabbed though,user yep patrick dempsey got stabbed though,0
Got hardly any sleep and missed all my errands this morning ,got hardly any sleep and missed all my errands this morning,got hardly sleep missed errand morning,0
I punched someone in the face lastnite multiple times and hurt my hand ,i punched someone in the face lastnite multiple times and hurt my hand,punched someone face lastnite multiple time hurt hand,0
@yahyan are you serious babe? ,user are you serious babe,user serious babe,0
@GetLucky1 I finally got one! lol... The background upload ain't working though  I'm going to verizon on thursday! lol,user i finally got one the background upload are not working though i am going to verizon on thursday,user finally got one background upload not working though going verizon thursday,0
Just got bacl from ftbl summer school tomorrow ,just got bacl from ftbl summer school tomorrow,got bacl ftbl summer school tomorrow,0
Oh noes! How sad  http://onside.dk/node/34693 (danish ..),noes how sad url danish,no sad url danish,0
@andifoo well sometimes that is for the best! ,user well sometimes that is for the best,user well sometimes best,0
I hope Cal Day &amp; Picnic Day @ Davis are not scheduled on the same day next year...that was bummer. I wanted to go to both ,i hope cal day picnic day user davis are not scheduled on the same day next year that was bummer i wanted to go to both,hope cal day picnic day user davis not scheduled day next year bummer wanted go,0
@audreyhickman WOW!  Sounds awful!  I heard the ceremonies were wonderful though.,user sounds awful i heard the ceremonies were wonderful though,user sound awful heard ceremony wonderful though,0
i'm going to kill my dog she just ate my flip flops so now i have to go buy a new pair ,i am going to kill my dog she just ate my flip flops so now i have to go buy a new pair,going kill dog ate flip flop go buy new pair,0
summer time here is almost over and it's back to school ,summer time here is almost over and it is back to school,summer time almost back school,0
@tommcfly I'd love to be there even if u were playing A Capella guys  I wanna cry for missing it!!,user i would love to be there even if you were playing a capella guys i want to cry for missing it,user love even playing capella guy want cry missing,0
my back hurts  and i've finished my brownie :'(,my back hurts and i have finished my brownie,back hurt finished brownie,0
I'm so down for outside right now! ,i am so down for outside right now,outside right,0
bored as fuck  need something to doooo!,bored as fuck need something to do,bored fuck need something,0
"doesn't want to go to work, i want to stay home and play halo 3 all day ",does not want to go to work i want to stay home and play halo all day,not want go work want stay home play halo day,0
put out an APP on my wife @meagandenise she's missing! ,put out an app on my wife user she is missing,put app wife user missing,0
Praying for the passengers on board Air France jet ,praying for the passengers on board air france jet,praying passenger board air france jet,0
This is why I left the suburbs. I detest traffic ,this is why i left the suburbs i detest traffic,left suburb detest traffic,0
It's been way too long... ,it is been way too long,way long,0
"Sitting inside by the back door, writing reports... it's raining! ",sitting inside by the back door writing reports it is raining,sitting inside back door writing report raining,0
@titaniumfish Good on you! I gave up half way because GTA4 ran too slow on my computer...  I will finish it someday...,user good on you i gave up half way because gta ran too slow on my computer i will finish it someday,user good gave half way gta ran slow computer finish someday,0
@coachmonique but its no fun ,user but it is no fun,user no fun,0
I had a wonderful dream *__*  But I dont dreamed finish...I want to know the end of my dream.. ,i had a wonderful dream but i do not dreamed finish i want to know the end of my dream,wonderful dream not dreamed finish want know end dream,0
"@bethie138 oh, ok   I still have to install things or i wont be able to watch anything.",user oh ok i still have to install things or i will not be able to watch anything,user oh ok still install thing not able watch anything,0
I have totally underestimated the amount if work I've hgot left so I should really get out if bed and do some ,i have totally underestimated the amount if work i have hgot left so i should really get out if bed and do some,totally underestimated amount work hgot left really get bed,0
Good game MobileMe. Wipe my calendars and my hockey game was 2 hours before I though. No hockey tonight. ,good game mobileme wipe my calendars and my hockey game was hours before i though no hockey tonight,good game mobileme wipe calendar hockey game hour though no hockey tonight,0
i'm tired...and i have to study  but tomorrow there isn't class!!!ouhhh yeahh!!haha,i am tired and i have to study but tomorrow there is not class ou h,tired study tomorrow not class ou,0
My skin is so hot ,my skin is so hot,skin hot,0
track meet ystrday...did prety well...today im sick  and my cuzin in coming,track meet ystrday did prety well today i am sick and my cuzin in coming,track meet ystrday prety well today sick cuzin coming,0
@annarizkalla and gehle was fuuuuun. never see you again  i'll twitter/fb you all summer haha,user and gehle was fuun never see you again i will twitter facebook you all summer,user gehle fuun never see twitter facebook summer,0
Miss the newest version on Glade on Debian.. ,miss the newest version on glade on debian,miss newest version glade debian,0
@craiggold Sorry to hear that  Thoughts &amp; prayers for you and your friend's family.,user sorry to hear that thoughts prayers for you and your friend s family,user sorry hear thought prayer friend family,0
"Morning every1, I'm up! Gettin ready for work.. It going to b a long day! ",morning every i am up gettin ready for work it going to b a long day,morning every gettin ready work going long day,0
"@cardhousedream i love that song, it's so sad though ",user i love that song it is so sad though,user love song sad though,0
In english listening to alice doing her own impression of hoedown throw down. funny as! however the coursework we're doing isnt funny ,in english listening to alice doing her own impression of hoedown throw down funny as however the coursework we are doing is not funny,english listening alice impression hoedown throw funny however coursework not funny,0
im officially a firefox user person. tho  not appreciating the fact that it keeps correcting my spelling w/ one of those red lines ,i am officially a firefox user person tho not appreciating the fact that it keeps correcting my spelling w one of those red lines,officially firefox user person tho not appreciating fact keep correcting spelling one red line,0
@DJKENTARO jealous!! I want a new one... ,user jealous i want a new one,user jealous want new one,0
in serious need of some size 12's ,in serious need of some size s,serious need size,0
I wanna go to Fireworks Friday at the Dell Diamond ,i want to go to fireworks friday at the dell diamond,want go firework friday dell diamond,0
@aprileroland i got out fist round at my only spelling bee in middle school ,user i got out fist round at my only spelling bee in middle school,user got fist round spelling bee middle school,0
Just at home. And now I'm gonna learn for tomorrow! ,just at home and now i am going to learn for tomorrow,home going learn tomorrow,0
Don Tolman's in town again but I can't go  I'd love to do his Bootcamp4Brains one day!,don tolman s in town again but i can not go i would love to do his bootcamp brains one day,tolman town not go love bootcamp brain one day,0
"@ShannonMorgan hahaha! I'm laughing with you, not at you. My hair is looking poodleish today too. The weather is ruining my life lately. ",user ha i am laughing with you not at you my hair is looking poodleish today too the weather is ruining my life lately,user ha laughing not hair looking poodleish today weather ruining life lately,0
is wishing she was goin to glastonbury fest ,is wishing she was goin to glastonbury fest,wishing goin glastonbury fest,0
at school revising its so boring ,at school revising it is so boring,school revising boring,0
revising for my history exam ,revising for my history exam,revising history exam,0
has the worst hangover of all time. No more dance parties at Neils... ,has the worst hangover of all time no more dance parties at neils,worst hangover time no dance party neils,0
boardddddddddddd as funk i hate rainn ,boar as funk i hate rainn,boar funk hate rainn,0
@champagnehearts  I'm actually feeling worse. I have had a headache for more than 4 hours and i'm now exhausted,user i am actually feeling worse i have had a headache for more than hours and i am now exhausted,user actually feeling worse headache hour exhausted,0
At the office on a holiday...  I'm the only human here ,at the office on a holiday i am the only human here,office holiday human,0
@Bladon92 haha yeahhh but I just realized that I missed jonas ,user hh but i just realized that i missed jonas,user hh realized missed jonas,0
"aaah, so tired  eyes burn and make ouchies.",h so tired eyes burn and make ouchies,tired eye burn make ouchies,0
@BOMBMatt SLAP!!! Finally I'm at home &amp; ur recording!!! Shame I didn't notice this earlier so Skype would have been an option... ,user slap finally i am at home your recording shame i did not notice this earlier so skype would have been an option,user slap finally home recording shame not notice earlier skype option,0
@Sambelina666 - ace. I have done fuck all today.  Except my big shop. I am bored out of my tree....,user ace i have done fuck all today except my big shop i am bored out of my tree,user ace done fuck today except big shop bored tree,0
Found out that a schoolmate died of an heart attack this morning. He was barely 35  will miss u bally!,found out that a schoolmate died of an heart attack this morning he was barely will miss you bally,found schoolmate died heart attack morning barely miss bally,0
Transformers 2 haters are not cool ,transformers haters are not cool,transformer hater not cool,0
I'm still sick now.  Having bronchitis for again and again! Poor throat and vocal chords of mine though. ,i am still sick now having bronchitis for again and again poor throat and vocal chords of mine though,still sick bronchitis poor throat vocal chord mine though,0
O..................m.....................o........................m.....................g!!!:@@@.......Wow found my 1st white hair  wow ,of m of m g useruseruser found my st white hair,useruseruser found st white hair,0
Gonna miss the girlys soo super loads! Wish I wasn't going for 3 weeks! It's wayy to long ,going to miss the girlys soo super loads wish i was not going for weeks it is wayy to long,going miss girlys soo super load wish not going week wayy long,0
"@1stAngel I'll be in this evening. Will go on skype. Promise!!!  Missing @yvonneayoub, too. ",user i will be in this evening will go on skype promise missing user too,user evening go skype promise missing user,0
@TheTreelo  awwwwwwwww this is what i didn't want to do D:,user w this is what i did not want to do d,user not want,0
"Thinking of taking photography classes. Signed up for one, still waiting on the waitlist ",thinking of taking photography classes signed up for one still waiting on the waitlist,thinking taking photography class signed one still waiting waitlist,0
Aww i'm looking at my old locker for the last time  it says &quot;higgins: i hung out with you in the fifth grade&quot; haha,i am looking at my old locker for the last time it says higgins i hung out with you in the fifth grade,looking old locker last time say higgins hung fifth grade,0
"Damn, it sux not 2 dance! Oh well   goodnite",damn it sucks not dance well goodnite,damn suck not dance well goodnite,0
feels like a heart attaaack  que sÃ¡bado mais chato,feels like a heart attck que s bado mais chato,feel like heart attck que bado mais chato,0
please keep my dad still in your prayers.  love and kisses to each and everyone of you. xoxo,please keep my dad still in your prayers love and kisses to each and everyone of you xoxo,please keep dad still prayer love kiss everyone xoxo,0
I thought this rain might cause it 2 be cooler.. BOY WAS I WRONG! Who the hell wants 2 go out in this crap?! Humidity+My Hair= DISASTER!  ,i thought this rain might because it be cooler boy was i wrong who the hell wants go out in this crap humidity my hair disaster,thought rain cooler boy wrong hell want go crap humidity hair disaster,0
I feel bummed coz I mite not go to waterton nxt month w/ my family ,i feel bummed coz i mite not go to waterton nxt month w my family,feel bummed coz mite not go waterton nxt month family,0
"@snedwan Aw bless ya,you did really well!! I'm good,tired though. ",user aw bless ya you did really well i am good tired though,user aw bless ya really well good tired though,0
I think i am getting fat. ,i think i am getting fat,think getting fat,0
"*sigh* my @ubank USB died on my this afternoon. R.I.P, you will be missed! I hadn't even had the chance to parade you around yet ",sigh my user usb died on my this afternoon r i p you will be missed i had not even had the chance to parade you around yet,sigh user usb died afternoon missed not even chance parade around yet,0
breakfast time. Still tired ,breakfast time still tired,breakfast time still tired,0
@ultraviolet5 hahah you were right this twitter thing is kinda fun. why aren't you one of my few followers ,user h you were right this twitter thing is kind of fun why are not you one of my few followers,user right twitter thing kind fun not one follower,0
"wanna take a nap but, i must wash my paspad's uniform fo 2moro awwrgh ",want to take a nap but i must wash my paspad s uniform fo moro rgh,want take nap must wash paspad uniform fo moro rgh,0
@Teanah The original? Just try getting through the first area of the second game. Tar monsters suck. ,user the original just try getting through the first area of the second game tar monsters suck,user original try getting first area second game tar monster suck,0
God hates me. Lady Gaga sold out in 20 fucking minutes. ,god hates me lady gaga sold out in fucking minutes,god hate lady gaga sold fucking minute,0
"Typical monday, tried to close the window in the bathroom and the window falls out? :S had to patch it up with a bin bag ",typical monday tried to close the window in the bathroom and the window falls out s had to patch it up with a bin bag,typical monday tried close window bathroom window fall patch bin bag,0
@thevowel LMAO Im very tempted to erase what I just wrote &amp; do that. Would need a pic with my 08 pass to drive it home &amp; I only have dogs ,user lmao i am very tempted to erase what i just wrote do that would need a pic with my pass to drive it home i only have dogs,user lmao tempted erase wrote need pic pas drive home dog,0
@aznbean @Rondhi  i'm still going through withdrawals from TTT  ,user user i am still going through withdrawals from,user user still going withdrawal,0
at emilys house baby matt died!!!!! ,at emilys house baby matt died,emilys house baby matt died,0
I can't sleep. There's a fight outside. How inconsiderate. I wanna go SLEEP! ,i can not sleep there is a fight outside how inconsiderate i want to go sleep,not sleep fight outside inconsiderate want go sleep,0
Funerals are so hard! ,funerals are so hard,funeral hard,0
...cant whistle..and looks like a nerd trying...sadness  hah.,can not whistle and looks like a nerd trying sadness hah,not whistle look like nerd trying sadness hah,0
"home from the footy, sick ",home from the footy sick,home footy sick,0
is hurt that she has to miss coco and linsey's sleepover because her parents dragged her to spend &quot;quality time&quot; with them on the yacht. ,is hurt that she has to miss coco and linsey s sleepover because her parents dragged her to spend quality time with them on the yacht,hurt miss coco linsey sleepover parent dragged spend quality time yacht,0
#myweakness - okay so i like to cuddle !!! ,hashtag okay so i like to cuddle,hashtag okay like cuddle,0
@razzamatazz87 we are...lol No i did'nt  gutted..lol did you go??,user we are no i did nt gutted did you go,user no nt gutted go,0
"Matt stayed home today to help me take care of my little beast, i mean angel. I'm feeling super sick ",matt stayed home today to help me take care of my little beast i mean angel i am feeling super sick,matt stayed home today help take care little beast mean angel feeling super sick,0
true blood-- whyyyyyy did they change lafayette? ,true blood wh did they change lafayette,true blood wh change lafayette,0
@thatkidnamedjay It is when you wanna watch porn! Im stuck with stupid pictures  Would MUCH rather have video.,user it is when you want to watch porn i am stuck with stupid pictures would much rather have video,user want watch porn stuck stupid picture much rather video,0
@nadhiraameria IYAAAA! shit we're not gonna see each other for like 2 more weeks ,user iya shit we are not going to see each other for like more weeks,user iya shit not going see like week,0
"oh dear, air france plane missing - over 1 hour and 15 mins late in landing ",dear air france plane missing over hour and mins late in landing,dear air france plane missing hour min late landing,0
All alone on the weekend because my friends are nerds  *sigh* I guess it's one of those Chinese-takeout-and-Southpark nights.,all alone on the weekend because my friends are nerds sigh i guess it is one of those chinese takeout and southpark nights,alone weekend friend nerd sigh guess one chinese takeout southpark night,0
@Niki that baby store in parkway filed for bankruptcy  saddest part is the note on the door fired the employees.. http://twitpic.com/7kswu,user that baby store in parkway filed for bankruptcy saddest part is the note on the door fired the employees url,user baby store parkway filed bankruptcy saddest part note door fired employee url,0
@DavidArchie David im wondering if u have heard of 'viva forever' by spice girls? i love that song  so sad song ,user david i am wondering if you have heard of viva forever by spice girls i love that song so sad song,user david wondering heard viva forever spice girl love song sad song,0
Stupid back. Bad night last night  *sighs* Bleh. Hopefully the painkillers will work soon...,stupid back bad night last night sighs bleh hopefully the painkillers will work soon,stupid back bad night last night sigh bleh hopefully painkiller work soon,0
ok davy is going for his run then prolly bed cus i has no phone.... ,ok davy is going for his run then prolly bed cus i has no phone,ok davy going run prolly bed cu no phone,0
Grrrrr STUCK in traffic! Why didn't some1 warn me  ,stuck in traffic why did not some warn me,stuck traffic not warn,0
I don't want to give up Kobe. ,i do not want to give up kobe,not want give kobe,0
Ayayayy Drinking Lemonade.... dealing with a big migraine at Work  Designing sort-of,aayy drinking lemonade dealing with a big migraine at work designing sort of,aayy drinking lemonade dealing big migraine work designing sort,0
@errant_pastor What's wrong? ,user what is wrong,user wrong,0
"@DanielSTEREOS i want to soooo bad, but i cant get a ride to toronto. ",user i want to so bad but i can not get a ride to toronto,user want bad not get ride toronto,0
"your eyes stare and they're staring right through me, you're right there but its like u never knew me.. ",your eyes stare and they are staring right through me you are right there but it is like you never knew me,eye stare staring right right like never knew,0
Wtf i got a leak n my ceiling!  -Zymir Eden,i got a leak n my ceiling zymir eden,got leak ceiling zymir eden,0
I'm so tired and dreading the drive home tomorrow. ,i am so tired and dreading the drive home tomorrow,tired dreading drive home tomorrow,0
"@lelah OMG, that's insane. We are so old   I hate being old. Let's both transport back to the Hudson Library circa 1984.",user god that is insane we are so old i hate being old let us both transport back to the hudson library circa,user god insane old hate old let transport back hudson library circa,0
"got home from oreillys and it is raining... might write a song, if i have time... lena doesn't have school cause of swine flu - unfair ",got home from oreillys and it is raining might write a song if i have time lena does not have school because of swine flu unfair,got home oreillys raining write song time lena not school swine flu unfair,0
I'm peeling.  but on the bright side I had such a fantastic day!!,i am peeling but on the bright side i had such a fantastic day,peeling bright side fantastic day,0
I'm coming dangerously close to exhausting my desire for gin. ,i am coming dangerously close to exhausting my desire for gin,coming dangerously close exhausting desire gin,0
"@jjjohannaaa they look like geek-glasses now...  kinda cool, but i want my oldies back ",user they look like geek glasses now kind of cool but i want my oldies back,user look like geek glass kind cool want oldie back,0
Phone alarm clock fails again. ,phone alarm clock fails again,phone alarm clock fails,0
"@bacondog so sorry we can't be there  damn southwest required flying &gt;June 10th &amp; I lacked vacay days, had to be the weekend. Have fun!",user so sorry we can not be there damn southwest required flying june th i lacked vacay days had to be the weekend have fun,user sorry not damn southwest required flying june th lacked vacay day weekend fun,0
has had a very nasty migraine all day and has missed a large quantity of sunshine ,has had a very nasty migraine all day and has missed a large quantity of sunshine,nasty migraine day missed large quantity sunshine,0
Hatees the dream she dreamth ,hatees the dream she dreamth,hatees dream dreamth,0
"I miss the AIM toolbar I had with Internet Explorer. It actually told you when you had mail, and how many emails you had. ",i miss the aim toolbar i had with internet explorer it actually told you when you had mail and how many emails you had,miss aim toolbar internet explorer actually told mail many email,0
I feel like I should have a hang bag or a fanny pack when I walk these dogs ,i feel like i should have a hang bag or a fanny pack when i walk these dogs,feel like hang bag fanny pack walk dog,0
@LaoChiGirl twitter keeps pooping out on me. won't let me post or follow people. ,user twitter keeps pooping out on me will not let me post or follow people,user twitter keep pooping not let post follow people,0
"I wouldn't be bothered by the rain if I knew I wouldn't get wet. But chances are, when I walk to the bus stop I'll get rained on ",i would not be bothered by the rain if i knew i would not get wet but chances are when i walk to the bus stop i will get rained on,not bothered rain knew not get wet chance walk bus stop get rained,0
@studarby you promised pictures!!  Before and after pictures of your faces on the rides please!!:-p,user you promised pictures before and after pictures of your faces on the rides please p,user promised picture picture face ride please,0
@elisabby  why are you not contenttt ,user why are you not conten,user not conten,0
Such gloomy weather outside. I actually closed my curtains I couldn't stand looking at the rain. ,such gloomy weather outside i actually closed my curtains i could not stand looking at the rain,gloomy weather outside actually closed curtain not stand looking rain,0
